,Id,monthly_rent,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4m1,r4m2,tamhog,tamviv,escolari,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu6,epared1,etecho1,eviv1,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,region_central,region_chorotega,region_pacifico_central,region_brunca,region_huetar_atlantica,region_huetar_norte,zona_urbana,zona_rural,age,Target,tech_individuo,tech_hogar,monthly_rent_log,bedrooms_to_rooms,rent_to_rooms,SQBage,SQBhogar_total,child_dependency,rooms_per_person,female_weight,male_weight,edu_jefe
1997,ID_ce42c84aa,273312.04761904763,0,7,0,1,1,1,1.0,0,2,0,1,3,3,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,53c2b9a1b,0,3,0,0,0,0,0,1,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,29,4,4,16.0,12.518369452975485,0.42857142857142855,39044.57823129252,841,9,0.0,0.42857142857142855,0.1111111111111111,0.4444444444444444,196
1998,ID_8a7a884af,273312.04761904763,0,7,0,1,1,0,0.0,0,0,0,1,1,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0890628f6,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,60,3,1,1.0,12.518369452975485,0.14285714285714285,39044.57823129252,3600,1,0.0,0.14285714285714285,1.0,0.0,100
1999,ID_83c34d1f2,570540.0,0,6,0,1,1,1,1.0,0,0,0,3,3,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f4ca4eee6,0,3,0,0,0,0,0,0,0,0,1,0,4,0.75,0,0,1,0,0,1,1,1,3,1,0,0,0,0,0,1,0,28,4,4,36.0,13.254338559761544,0.6666666666666666,95090.0,784,9,0.0,0.5,1.0,0.0,289
2000,ID_b49dbbd0d,570540.0,0,6,0,1,1,1,1.0,0,0,0,3,3,3,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f4ca4eee6,0,3,0,0,0,0,0,0,0,0,1,0,4,0.75,0,0,1,0,0,1,1,1,3,1,0,0,0,0,0,1,0,31,4,4,36.0,13.254338559761544,0.6666666666666666,95090.0,961,9,0.0,0.5,1.0,0.0,289
2001,ID_e5d1b4214,570540.0,0,6,0,1,1,1,1.0,0,0,0,3,3,3,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f4ca4eee6,0,3,0,0,0,0,0,0,0,0,1,0,4,0.75,0,0,1,0,0,1,1,1,3,1,0,0,0,0,0,1,0,56,4,4,36.0,13.254338559761544,0.6666666666666666,95090.0,3136,9,0.0,0.5,1.0,0.0,289
2002,ID_638d97d33,206720.7415730337,0,5,0,1,1,0,0.0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5bdaea346,0,2,1,1,0,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,60,4,0,0.0,12.239124086900791,0.4,41344.14831460674,3600,9,0.0,0.6,1.0,0.0,121
2003,ID_76e3beccd,206720.7415730337,0,5,0,1,1,0,0.0,0,0,0,2,2,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5bdaea346,0,2,1,0,0,0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,87,4,0,0.0,12.239124086900791,0.4,41344.14831460674,7569,9,0.0,0.6,1.0,0.0,121
2004,ID_d47cb4869,206720.7415730337,0,5,0,1,1,0,0.0,0,1,0,1,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3016dcae9,0,2,2,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,80,2,0,0.0,12.239124086900791,0.6,41344.14831460674,6400,16,0.0,0.8,0.25,0.25,36
2005,ID_66b4a9b33,206720.7415730337,0,5,0,1,1,0,0.0,0,1,0,1,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3016dcae9,0,2,2,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,86,2,0,0.0,12.239124086900791,0.6,41344.14831460674,7396,16,0.0,0.8,0.25,0.25,36
2006,ID_935725dd4,171750.0,0,5,0,1,1,0,0.0,0,2,1,1,4,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b3115cb50,2,2,0,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,41,3,1,4.0,12.053795210084596,0.6,34350.0,1681,16,0.5,0.8,0.25,0.25,36
2007,ID_67da667a4,171750.0,0,5,0,1,1,0,0.0,0,2,1,1,4,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,b3115cb50,2,2,0,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,3,1,4.0,12.053795210084596,0.6,34350.0,1225,16,0.5,0.8,0.25,0.25,36
2008,ID_fb0310d81,171750.0,0,5,0,1,1,0,0.0,0,2,1,1,4,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b3115cb50,2,2,0,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,13,3,1,4.0,12.053795210084596,0.6,34350.0,169,16,0.5,0.8,0.25,0.25,36
2009,ID_6a5cb7106,171750.0,0,5,0,1,1,0,0.0,0,2,1,1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b3115cb50,2,2,0,1,0,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4,3,1,4.0,12.053795210084596,0.6,34350.0,16,16,0.5,0.8,0.25,0.25,36
2010,ID_c9fc1a380,80000.0,0,4,0,1,1,0,0.0,0,1,1,2,4,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2955fb7d7,2,2,0,0,0,1,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,38,2,1,9.0,11.289781913656018,0.5,20000.0,1444,16,0.5,1.0,0.5625,0.0625,49
2011,ID_8f97fb978,80000.0,0,4,0,1,1,0,0.0,0,1,1,2,4,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2955fb7d7,2,2,0,0,0,0,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,15,2,1,9.0,11.289781913656018,0.5,20000.0,225,16,0.5,1.0,0.5625,0.0625,49
2012,ID_d02a7e719,80000.0,0,4,0,1,1,0,0.0,0,1,1,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2955fb7d7,2,2,0,1,0,0,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,4,2,1,9.0,11.289781913656018,0.5,20000.0,16,16,0.5,1.0,0.5625,0.0625,49
2013,ID_d728c9073,80000.0,0,4,0,1,1,0,0.0,0,1,1,2,4,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2955fb7d7,2,2,0,0,0,0,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,42,2,1,9.0,11.289781913656018,0.5,20000.0,1764,16,0.5,1.0,0.5625,0.0625,49
2014,ID_708fb965e,500000.0,0,7,0,1,1,1,1.0,0,2,0,1,3,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30e3f1d7b,0,3,0,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,59,4,4,36.0,13.122363377404328,0.42857142857142855,71428.57142857143,3481,9,0.0,0.42857142857142855,0.1111111111111111,0.4444444444444444,225
2015,ID_0402e5650,500000.0,0,7,0,1,1,1,1.0,0,2,0,1,3,3,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30e3f1d7b,0,3,0,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,26,4,4,36.0,13.122363377404328,0.42857142857142855,71428.57142857143,676,9,0.0,0.42857142857142855,0.1111111111111111,0.4444444444444444,225
2016,ID_dbdea5fca,500000.0,0,7,0,1,1,1,1.0,0,2,0,1,3,3,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30e3f1d7b,0,3,0,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,56,4,4,36.0,13.122363377404328,0.42857142857142855,71428.57142857143,3136,9,0.0,0.42857142857142855,0.1111111111111111,0.4444444444444444,225
2017,ID_6ca5b935f,273312.04761904763,0,7,0,1,1,0,0.0,0,1,0,1,2,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e362a1375,0,2,2,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,70,4,1,4.0,12.518369452975485,0.42857142857142855,39044.57823129252,4900,16,0.0,0.5714285714285714,0.25,0.25,121
2018,ID_8e516817d,273312.04761904763,0,7,0,1,1,0,0.0,0,1,0,1,2,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,e362a1375,0,2,2,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,65,4,1,4.0,12.518369452975485,0.42857142857142855,39044.57823129252,4225,16,0.0,0.5714285714285714,0.25,0.25,121
2019,ID_588e2b60f,125000.0,0,5,0,1,1,1,3.0,1,2,1,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8d2d83aa6,3,2,0,1,0,0,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,6,2,4,36.0,11.736069016284437,0.6,25000.0,36,25,0.6,1.0,0.16000000000000003,0.36,81
2020,ID_522274862,125000.0,0,5,0,1,1,1,3.0,1,2,1,1,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8d2d83aa6,3,2,0,0,1,0,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,8,2,4,36.0,11.736069016284437,0.6,25000.0,64,25,0.6,1.0,0.16000000000000003,0.36,81
2021,ID_aa6274de1,125000.0,0,5,0,1,1,1,3.0,1,2,1,1,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8d2d83aa6,3,2,0,0,1,0,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,12,2,4,36.0,11.736069016284437,0.6,25000.0,144,25,0.6,1.0,0.16000000000000003,0.36,81
2022,ID_18b366bfc,125000.0,0,5,0,1,1,1,3.0,1,2,1,1,5,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8d2d83aa6,3,2,0,0,0,0,1,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,31,2,4,36.0,11.736069016284437,0.6,25000.0,961,25,0.6,1.0,0.16000000000000003,0.36,81
2023,ID_8997cd01d,125000.0,0,5,0,1,1,1,3.0,1,2,1,1,5,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8d2d83aa6,3,2,0,0,0,0,1,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,30,2,4,36.0,11.736069016284437,0.6,25000.0,900,25,0.6,1.0,0.16000000000000003,0.36,81
2024,ID_64fd38a26,150000.0,0,5,0,1,1,0,0.0,1,4,0,2,7,7,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33cfa5bb1,2,5,0,0,0,0,0,0,0,0,1,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,26,3,1,25.0,11.918390573078392,0.6,30000.0,676,49,0.2857142857142857,1.4,0.08163265306122448,0.5102040816326531,4
2025,ID_9a4fe9b02,150000.0,0,5,0,1,1,0,0.0,1,4,0,2,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33cfa5bb1,2,5,0,1,0,0,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,4,3,1,25.0,11.918390573078392,0.6,30000.0,16,49,0.2857142857142857,1.4,0.08163265306122448,0.5102040816326531,4
2026,ID_6ac905249,150000.0,0,5,0,1,1,0,0.0,1,4,0,2,7,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33cfa5bb1,2,5,0,0,0,1,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,12,3,1,25.0,11.918390573078392,0.6,30000.0,144,49,0.2857142857142857,1.4,0.08163265306122448,0.5102040816326531,4
2027,ID_c50a5d23d,150000.0,0,5,0,1,1,0,0.0,1,4,0,2,7,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33cfa5bb1,2,5,0,0,0,1,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,42,3,1,25.0,11.918390573078392,0.6,30000.0,1764,49,0.2857142857142857,1.4,0.08163265306122448,0.5102040816326531,4
2028,ID_8253641e6,150000.0,0,5,0,1,1,0,0.0,1,4,0,2,7,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33cfa5bb1,2,5,0,0,1,0,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,62,3,1,25.0,11.918390573078392,0.6,30000.0,3844,49,0.2857142857142857,1.4,0.08163265306122448,0.5102040816326531,4
2029,ID_ac891c020,150000.0,0,5,0,1,1,0,0.0,1,4,0,2,7,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33cfa5bb1,2,5,0,0,0,1,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,41,3,1,25.0,11.918390573078392,0.6,30000.0,1681,49,0.2857142857142857,1.4,0.08163265306122448,0.5102040816326531,4
2030,ID_02968bf89,150000.0,0,5,0,1,1,0,0.0,1,4,0,2,7,7,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33cfa5bb1,2,5,0,0,0,0,1,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,42,3,1,25.0,11.918390573078392,0.6,30000.0,1764,49,0.2857142857142857,1.4,0.08163265306122448,0.5102040816326531,4
2031,ID_91af0b79f,360000.0,0,6,0,1,1,1,2.0,0,1,0,0,1,3,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6cf060fb0,0,1,0,0,0,0,0,0,0,0,1,0,3,1.0,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,25,4,4,36.0,12.793859310432293,0.5,60000.0,625,1,0.0,0.16666666666666666,0.0,1.0,196
2032,ID_2b7b99604,360000.0,0,6,0,1,1,1,2.0,0,1,0,0,1,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1bb8a3f9c,0,1,0,0,0,0,0,0,0,0,1,0,3,1.0,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,28,4,4,36.0,12.793859310432293,0.5,60000.0,784,1,0.0,0.16666666666666666,0.0,1.0,225
2033,ID_09e4e64b0,360000.0,0,6,0,1,1,1,2.0,0,1,0,0,1,3,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,a4e3420f5,0,1,0,0,0,0,0,0,0,0,1,0,3,1.0,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,24,4,4,36.0,12.793859310432293,0.5,60000.0,576,1,0.0,0.16666666666666666,0.0,1.0,196
2034,ID_f8f45925c,133750.0,0,5,0,1,1,0,0.0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32f458726,0,1,1,0,1,0,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,73,3,1,1.0,11.803727664758252,0.4,26750.0,5329,4,0.0,0.4,1.0,0.0,16
2035,ID_e9b7a02c2,206720.7415730337,0,5,0,1,1,1,1.0,0,1,0,1,2,2,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1fd5699e3,0,2,0,0,0,0,0,0,0,0,0,1,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,51,4,4,16.0,12.239124086900791,0.4,41344.14831460674,2601,4,0.0,0.4,0.25,0.25,289
2036,ID_bc34006aa,206720.7415730337,0,5,0,1,1,1,1.0,0,1,0,1,2,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1fd5699e3,0,2,0,0,0,0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,26,4,4,16.0,12.239124086900791,0.4,41344.14831460674,676,4,0.0,0.4,0.25,0.25,289
2037,ID_7173c12fc,145000.0,0,4,0,1,1,0,0.0,0,1,0,0,1,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,e22b24091,0,1,0,0,0,0,0,0,0,0,1,0,1,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,56,4,1,1.0,11.884489021402711,0.25,36250.0,3136,1,0.0,0.25,0.0,1.0,256
2038,ID_18c83d71e,206720.7415730337,0,5,0,1,1,0,0.0,0,3,0,0,3,3,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ab78863f1,1,2,0,0,0,0,1,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,17,4,1,4.0,12.239124086900791,0.6,41344.14831460674,289,9,0.3333333333333333,0.6,0.0,1.0,169
